company,position,location,schedule,responsibilities,requirements,levels,techstack,source,format,salary,currency,salary_range,format2,levels2
билайн,Data Engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Hadoop', 'Hive', 'Linux', 'SQL', 'PostgreSQL', 'Spark', 'SCALA', 'Git', 'Java']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Вкусно — и точка,Data Scientist Middle/Senior,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Machine Learning', 'SQL', 'Big Data', 'Data science']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
АЛРОСА Информационные технологии,Data Engineer в Цифровую лабораторию,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['ETL', 'Airflow', 'PostgreSQL', 'MongoDB', 'SQL', 'Python', 'Docker']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
СБЕР,Data Engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
билайн,Data Engineer (Инженер данных),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Spark', 'SCALA', 'Hadoop', 'Python', 'SQL', 'AirFlow', 'ETL', 'Data engineer']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Тинькофф,Business Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'Hadoop', 'Работа с базами данных', 'ETL', 'Базы данных', 'DWH', 'СУБД', 'Databases']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
КИБЕР-РОМ,Middle+ / Senior Data Engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'ClickHouse', 'Elasticsearch', 'Data Analysis']",hh.ru,Полный день,200000.0,RUB,200000,не указано,От 1 года до 3 лет
Тинькофф,Data-инженер,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'Java', 'DWH', 'ETL', 'Hadoop', 'Базы данных', 'Apache Kafka', 'Big Data', 'Pandas']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Вкусно — и точка,Chief Data Scientist / DS Team Lead,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Machine Learning', 'SQL', 'Big Data', 'Spark', 'Data Analysis', 'Teambuilding', 'ML']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Тинькофф,Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'Java', 'ООП', 'Pandas', 'DWH', 'Базы данных', 'ETL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Тинькофф,Data Engineer,Новосибирск,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'Java', 'ООП', 'Pandas', 'DWH', 'ETL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Яндекс,Data engineer в Yandex Cloud,Москва,Гибкий график,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'DWH', 'Spark']",hh.ru,Гибкий график,0.0,не определено,0,не указано,От 3 до 6 лет
СимбирСофт,Data Engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Hadoop', 'Big Data', 'SQL', 'NoSQL', 'ClickHouse', 'Python', 'SCALA', 'C#']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Газпром нефть,Data Engineer junior +,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'MS SQL', 'Linux']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
"Агентство 21 век, КЦ",Data Scientist to Armenia,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Deep Learning', 'Machine Learning', 'Tensorflow', 'Data Science', 'С++']",hh.ru,Полный день,392000.0,USD,400000,не указано,От 3 до 6 лет
Яндекс,Data Engineer в HR Tech,Москва,Гибкий график,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'Git', 'ClickHouse', 'DWH', 'ETL', 'Data Analysis', 'Bash', 'Business Intelligence Systems']",hh.ru,Гибкий график,0.0,не определено,0,не указано,От 3 до 6 лет
РТ-Инжиниринг,Engineer data,Москва,Полный день,не определено,не определено,Более 6 лет,"['Python', 'SQL', 'Spark', 'ETL', 'Организация рабочих мест']",hh.ru,Полный день,0.0,не определено,0,не указано,От 6 лет
Группа компаний С7,Data Engineer middle+,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Kubernetes', 'Git', 'Python', 'PostgreSQL', 'Kafka', 'Java', 'SCALA', 'Golang']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Группа компаний С7,Data Engineer middle / senior,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'PostgreSQL', 'Linux', 'ClickHouse']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
WILDBERRIES,Data Analyst,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'Python', 'Grafana']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Мултон Партнерс,Data Insight Analytics Expert,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Git', 'Big Data', 'Английский язык', 'Hive']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Rubbles,Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Spark', 'Hadoop', 'SQL', 'Big Data']",hh.ru,Полный день,200000.0,RUB,200000,не указано,От 3 до 6 лет
Дэстэн Партнерс,Data engineer / Ведущий Аналитик,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'PostgreSQL', 'Анализ данных', 'Power BI', 'MS SQL', 'Retail', 'MS Power BI', 'PowerBI', 'Стремление к профессиональному развитию', 'Работа в условиях многозадачности', 'MySQL', 'Работа в команде', 'Желание учиться и развиваться', 'Базы данных', 'Системное мышление', 'Soft skills', 'Высшее образование', 'Хранилище данных']",hh.ru,Полный день,250000.0,RUB,300000,не указано,От 3 до 6 лет
